SKU,Model_Number,Category,Match_Found,Candidate_ASIN,Candidate_Title,Candidate_Price_USD,Candidate_URL
UniFi Reader Pro,UA-G3-Pro-B,Door Access,발견,B0H55G33LX,Ubiquiti UA-G3-Pro-B Third-Generation Indoor/Outdoor NFC Reader & Intercom Supporting Touch Pass,550,https://www.amazon.com/Ubiquiti-UA-G3-Pro-B-Third-Generation-Intercom-Supporting/dp/B0H55G33LX/ref=sr_1_1?dib=eyJ2IjoiMSJ9.J-h3pfY_q35YaJLDRCeNNtfpf67tSSdbvAQOORxLZeRfM-ucpezsTS_V3vt1G8yapc4GTg1AbC8rHGaZh8G_l8Ak3eB0znBMUpcEyQXB_u1XwrYEzZi4DUr6iPxkYfthf9kjeqZl7a26PfDdd9qKrcszeU-_H-dSvFmv2bK490yZZTXPkwillIHcteKK7p5xwJIfc7putf_rZ3jZXlNAn90XwFXCiuL6IsTJYCFf6NI.dCuXZvREBr04QLrrekt2aB_wqz0y8PCeCR5QPO6Ibi4&dib_tag=se&keywords=Ubiquiti+UA-G3-Pro-B&qid=1785505479&sr=8-1
UniFi Reader Pro Angle Mount,UACC-Reader-Pro-AM,Door Access,없음,,,,
UniFi Reader Pro Angle Mount Black,UACC-Reader-Pro-AM-B,Door Access,발견,B0F22GDSN6,Acc Access Ubiquiti UniFi UACC-Reader-Pro-AM-B,48.85,https://www.amazon.com/Acc-Access-Ubiquiti-UniFi-UACC-Reader-Pro-AM-B/dp/B0F22GDSN6/ref=sr_1_1?dib=eyJ2IjoiMSJ9.sdC-YbPfHT7rezs9gue8o2v0nWu-2P6pQmmh_FgW7PB-0p53eAwGjfl-sWaDx7kKYSvbBtHgBQmvm_QB8z09HQFHgfQMH1LoXYuPB34biD5T6L23_9xCjD_Noz_wohRlX_gIeVfUcetMEZxi7WRyucU4bVvVQTVajZhy5oECmAPMn9kCPD4tSohuVe5J7L7kLrw1L-x7QbY540zchksCS8Wz7a4pPOpBMB2bHH6gKY8.0vIRp0Bvhprf1eq-eb-WWsmNO2Qi6PsvnKOrCeHHSAA&dib_tag=se&keywords=Ubiquiti+UACC-Reader-Pro-AM-B&qid=1785505489&sr=8-1
UniFi Reader Pro Black,UA-G3-Pro-B-B,Door Access,없음,,,,
UniFi Reader Pro Junction Box,UACC-Reader-Pro-JB,Door Access,없음,,,,
UniFi Reader Pro Junction Box Black,UACC-Reader-Pro-JB-B,Door Access,없음,,,,
UniFi Relay,USL-Relay,Physical Security,발견,B0H3XLR9SM,Ubiquiti Unifi Relay | USL-Relay,74.99,https://www.amazon.com/Ubiquiti-Inc-Unifi-Relay-USL-Relay/dp/B0H3XLR9SM/ref=sr_1_1?dib=eyJ2IjoiMSJ9.ZeAl1SV6HVzhw0V04nnbUGUiQLVfOUaXrSIn9F-LOVYCVSfGvAuCF_03RwgHiqGAVWkpRy5txondAA_JdZyHlKCLjX9vVenlRRzuCTBGK6GyuIS5xzv5mvJMjebrIKjSPUTUyn_ezRMwm-7uklCW8Se8tfw3EpPRKIGD7cbIFpGyInWLE-R-z2p8g51RZuTu1U9bh8v8wu0SUJpRfrcb4suSgHJApyDrvtuBj0Lvh90.je1bsNp0Qy1K_kA38i4k160VBGrcjj3qjHMqg1Rrog0&dib_tag=se&keywords=Ubiquiti+USL-Relay&qid=1785505507&sr=8-1
UniFi Remote Control KeyFob,USL-FOB,Physical Security,없음,,,,
UniFi Retrofit Hub,UA-Retrofit-Hub-2,Door Access,없음,,,,
UniFi Retrofit PSU 12V,UACC-Retrofit-PSU-12V,Door Access,없음,,,,
UniFi Siren,USL-Siren,Physical Security,없음,,,,
UniFi Siren PoE,UP-Siren-PoE,Physical Security,없음,,,,
UniFi SuperLink Gateway,USL-GATEWAY,Physical Security,없음,,,,
UniFi Swiss Army Knife,UK-Ultra,WiFi,발견,B0D4DV6PNH,Ubiquiti UniFi 5 UK-ULTRA Access Point,109.99,https://www.amazon.com/Ubiquiti-UniFi-UK-ULTRA-Access-Point/dp/B0D4DV6PNH/ref=sr_1_2?dib=eyJ2IjoiMSJ9.sUGOarTsptJNMwyFnLuao0FzpYfbM3SiV9vqn5TdOUrQoa9PDjfid3hCKnW6UmbeOhYhfxrEQzu4w3RePLCCF3S0I3l4aFNuNOoIZadK-cFPUfbpOYdV9sXjIciBdb0P5IfEfUCUC1xHIGO5IjDE18EeMh2xTdjJ99MieHjSQLILpyEM5tTh80eFpvUnT78fPX9FbFlBghe-GKxNQJbZ-1mXBWE08W4nPZBIiXVX_rI.htmGmlCBip9NlUOeoXq2qQzcFkIh80ozBBH2tdleR8s&dib_tag=se&keywords=Ubiquiti+UK-Ultra&qid=1785505538&sr=8-2
UniFi Travel Router,UTR,WiFi,발견,B0GFY85LYH,"Ubiquiti UniFi UTR Travel Router (Power Adapter NOT Included), Ultra-Slim",130,https://www.amazon.com/Ubiquiti-UTR-Adapter-Included-Ultra-Slim/dp/B0GFY85LYH/ref=sr_1_1?dib=eyJ2IjoiMSJ9.kvrs2J6TCH9d4P_XmL1f695v-0c6effAeKrE8zu7VgPnr8Y1w7qr3NBcZq0YvB2G1uRXViREhNOnHMVFZNMDEv9VZ8Upg2mp7z3uJ-J_EUoKewbkWDk7-JT3kwlSktm5hCvSjctub1WsPcIs1O59guLRpSbaausYdoLzKmcvBg5RAT-AIT6Lfq845Z-Vw3Z0rryqgXBVAWV_WwHg9pp_w1ZRxF-DLWSz665qLfbr_DOgC3Gh-JcAIg98WzSrrAiclPrzrF4lDMBMbW8d3EAi_myzKunl-YHHZ_lvTnr48jA.nWU9bwuCbHnCvFBo4WdEJmAHdsQH1ZeR-uIe6VEIJ6c&dib_tag=se&keywords=Ubiquiti+UTR&qid=1785505540&sr=8-1
UniFi Travel Router,UTR,WiFi,틀림,B0GVZ1657Y,"Travel Protective Case Compatible with Ubiquiti Unifi UTR, Portable Storage Box for Router Utility Gear",23,https://www.amazon.com/Protective-Compatible-Ubiquiti-Portable-Storage/dp/B0GVZ1657Y/ref=sr_1_20?dib=eyJ2IjoiMSJ9.kvrs2J6TCH9d4P_XmL1f695v-0c6effAeKrE8zu7VgPnr8Y1w7qr3NBcZq0YvB2G1uRXViREhNOnHMVFZNMDEv9VZ8Upg2mp7z3uJ-J_EUoKewbkWDk7-JT3kwlSktm5hCvSjctub1WsPcIs1O59guLRpSbaausYdoLzKmcvBg5RAT-AIT6Lfq845Z-Vw3Z0rryqgXBVAWV_WwHg9pp_w1ZRxF-DLWSz665qLfbr_DOgC3Gh-JcAIg98WzSrrAiclPrzrF4lDMBMbW8d3EAi_myzKunl-YHHZ_lvTnr48jA.nWU9bwuCbHnCvFBo4WdEJmAHdsQH1ZeR-uIe6VEIJ6c&dib_tag=se&keywords=Ubiquiti+UTR&qid=1785505540&sr=8-20
UniFi U6 Enterprise,U6-Enterprise,WiFi,발견,B0B395SS6T,Ubiquiti U6-Enterprise AP WiFi6E 1x2.5GbE Multiban,308.18,https://www.amazon.com/Ubiquiti-U6-Enterprise-WiFi6E-1x2-5GbE-Multiban/dp/B0B395SS6T/ref=sr_1_1?dib=eyJ2IjoiMSJ9.yNei5jWc5GdLlb6KE98LlJoHyV1Jo5pV7L9HxcP1H6_RyD5IaJCMn4CyKFGhivqnpxpn-JTQBFLRagxIz95dJpNk8mR9pM7OQDb9fR8h_OiIkOYtlOLqd3X-elsEF9dP4-_lomhzqHongcwVMqYHqni09basxnHkuIrNFpRb9wqJM1Uaqtyn1bsIdvc5LEh4h8gDLRPoxy_VOWAowWjN3bUn2o7fm_VP8nRZqeLzfwk.2ob5Uf9ZUjGVdIHKhrTXZaIN8CBwcqU1ymGXjJp1FVA&dib_tag=se&keywords=Ubiquiti+U6-Enterprise&qid=1785505546&sr=8-1
UniFi U6 Enterprise,U6-Enterprise,WiFi,발견,B0BM4QL44F,UbiQuiti U6-Enterprise,299.99,https://www.amazon.com/Ubiquiti-U6-Enterprise-Access-Indoor-MU-MIMO/dp/B0BM4QL44F/ref=sr_1_2?dib=eyJ2IjoiMSJ9.yNei5jWc5GdLlb6KE98LlJoHyV1Jo5pV7L9HxcP1H6_RyD5IaJCMn4CyKFGhivqnpxpn-JTQBFLRagxIz95dJpNk8mR9pM7OQDb9fR8h_OiIkOYtlOLqd3X-elsEF9dP4-_lomhzqHongcwVMqYHqni09basxnHkuIrNFpRb9wqJM1Uaqtyn1bsIdvc5LEh4h8gDLRPoxy_VOWAowWjN3bUn2o7fm_VP8nRZqeLzfwk.2ob5Uf9ZUjGVdIHKhrTXZaIN8CBwcqU1ymGXjJp1FVA&dib_tag=se&keywords=Ubiquiti+U6-Enterprise&qid=1785505546&sr=8-2
UniFi U6 Enterprise In-Wall,U6-Enterprise-IW,WiFi,없음,,,,
UniFi U6 In-Wall,U6-IW,WiFi,발견,B0FD8974L8,Access Point Ubiquiti U6-IW 2.4+5GHz PoE,,https://www.amazon.com/Access-Point-Ubiquiti-U6-IW-5GHz/dp/B0FD8974L8/ref=sr_1_1?dib=eyJ2IjoiMSJ9.9o65pOewT73v91v-qpFdun1ucUGuMCfVWdbDxJBl2dKWo1mmdx2AKc3viP27fJgiSxuIiTf7DKydMqyObKUxuYYKJIIo6cj-RHMBN0QJc4GQDg7fXhYwW25zQV9KN22_E35n0MvtTtCwdyzzxC8ZAd8ZFV4-JMP19GoiX_9xPx9J9cTPBSJw42S2UkTFX0rxaqrPkTfdmU7q8aXHUEG8EvGwL8l0OP3bj--_Hzr3P7o.oSbQSTBB70ulTaiB_G2-phbN5fJ4B9i6fS-E6ecVhkk&dib_tag=se&keywords=Ubiquiti+U6-IW&qid=1785505556&sr=8-1
UniFi U6 In-Wall,U6-IW,WiFi,틀림,B0DZH4127M,Unifi U6-IW Surface Mount Junction Box Enclosure (Shallow),16.99,https://www.amazon.com/U6-IW-Surface-Junction-Enclosure-Shallow/dp/B0DZH4127M/ref=sr_1_7?dib=eyJ2IjoiMSJ9.9o65pOewT73v91v-qpFdun1ucUGuMCfVWdbDxJBl2dKWo1mmdx2AKc3viP27fJgiSxuIiTf7DKydMqyObKUxuYYKJIIo6cj-RHMBN0QJc4GQDg7fXhYwW25zQV9KN22_E35n0MvtTtCwdyzzxC8ZAd8ZFV4-JMP19GoiX_9xPx9J9cTPBSJw42S2UkTFX0rxaqrPkTfdmU7q8aXHUEG8EvGwL8l0OP3bj--_Hzr3P7o.oSbQSTBB70ulTaiB_G2-phbN5fJ4B9i6fS-E6ecVhkk&dib_tag=se&keywords=Ubiquiti+U6-IW&qid=1785505556&sr=8-7
UniFi U6 Mesh,U6-Mesh,WiFi,없음,,,,
UniFi U6 Mesh Pro,U6-Mesh-Pro,WiFi,발견,B0G3BMCVRR,"U6-Mesh-Pro Outdoor WiFi 6 Access Point US Version - Dual-Band 4x4 MU-MIMO, IPX6 Weatherproof | Bundled with QALYNX 3ft Slim Cat6A Patch Cable (28 AWG)",229.99,https://www.amazon.com/U6-Mesh-Pro-Outdoor-Access-US-Version/dp/B0G3BMCVRR/ref=sr_1_1?dib=eyJ2IjoiMSJ9.UA4KDQnZdf5uJZNxUTkBq-TDouLeiV4l0995DlNq6ewKy9EV0pO-pq-Y2Z5nYOVMt1wpyXCzXF26RsZSPv5lJBD6yoIom50A9fgAVFmTmVVIoIlZnWJP2ijK3BMLDVVQAWpimj5Wn-PimHBV8nKb9vju9hLx01qTFIdnyitOV9mHLAKLVI7XXO7dUZBo-LzATf7kf2frUCubJROXJysLECgROoS4hnZlD872nyYVzng.h1B4_qJwHA1C02wuuMQdSl8wwmjc83YrHY7xmq-1re8&dib_tag=se&keywords=Ubiquiti+U6-Mesh-Pro&qid=1785505562&sr=8-1
UniFi U6 Pro,U6-Pro,WiFi,없음,,,,
UniFi U6+,U6+,WiFi,없음,,,,
UniFi U7 In-Wall,U7-IW,WiFi,발견,B0F2T2T8JS,UbiQuiti U7-IW,192.9,https://www.amazon.com/Wireless-Access-Point-UbiQuiti-U7-IW/dp/B0F2T2T8JS/ref=sr_1_1?dib=eyJ2IjoiMSJ9.stAt6zzs77CGTl2kTwCVWjfL4R4lfwX8KfpSDvWZfpgv5_5vEPAz2dk1lSKd4Xfg53G6U322N2cuMTiQzJpntnouQ1E3G0vdYpT_czIKjaX1JArh1D7foQS2ZwIfIbC1eRbRj_6F18olbY1vE0QiPPzvN4AimMNXhgkAHLB18MWuyGDe7RkXGo-leqxKvWX2zpgLbDw8i9GUHXrqcB4sZbvrfedIwSgBuk2jisdbbGg.A2WLNMhV6XRnz6fAlj2_K5hz6EdjZxwLOLyQuZ5qqX4&dib_tag=se&keywords=Ubiquiti+U7-IW&qid=1785505571&sr=8-1
UniFi U7 In-Wall,U7-IW,WiFi,발견,B0F1DRTG1Y,Ubiquiti U7 U7-IW Dual Band Wi-Fi 7 IEEE 802.11n/ac/ax/be/v/r/k 4.30 Gbit/s Wireless Access Point - Yes,,https://www.amazon.com/Ubiquiti-U7-IW-802-11n-Wireless-Access/dp/B0F1DRTG1Y/ref=sr_1_2?dib=eyJ2IjoiMSJ9.stAt6zzs77CGTl2kTwCVWjfL4R4lfwX8KfpSDvWZfpgv5_5vEPAz2dk1lSKd4Xfg53G6U322N2cuMTiQzJpntnouQ1E3G0vdYpT_czIKjaX1JArh1D7foQS2ZwIfIbC1eRbRj_6F18olbY1vE0QiPPzvN4AimMNXhgkAHLB18MWuyGDe7RkXGo-leqxKvWX2zpgLbDw8i9GUHXrqcB4sZbvrfedIwSgBuk2jisdbbGg.A2WLNMhV6XRnz6fAlj2_K5hz6EdjZxwLOLyQuZ5qqX4&dib_tag=se&keywords=Ubiquiti+U7-IW&qid=1785505571&sr=8-2
UniFi U7 Mesh,U7-Mesh,WiFi,발견,B0H5349CST,U7-Mesh Wireless Access Point by Ubiquiti,348,https://www.amazon.com/U7-Mesh-Wireless-Access-Point-Ubiquiti/dp/B0H5349CST/ref=sr_1_4?dib=eyJ2IjoiMSJ9.Jn8GrXXs-hvYn5V5PCD-ye7Sm5EMhNHJkEhHeosM0S-MKmlj9FiOLBnjGnW0lZZIUQNNrzUCKnSHbcyNWATRd7cxIXP5_rOfDOBu_Xr2DJCnH5WYgDmj0Da3HkKmkzEbkByDvyZa06YtHw6KDtU0bXjAowibnQvVtxBG9wiB9acMldn_R1y8O9xJhtQmSuFYxIY23y7xarhJH9uoHbcQRzYR8E_9AeXPS4gMDBoUreU.6ulhb8c7UWVRj9E3QWeH5tQUfubCe0v64IPSyBgI3Cs&dib_tag=se&keywords=Ubiquiti+U7-Mesh&qid=1785505575&sr=8-4
UniFi U7 Outdoor,U7-Outdoor,WiFi,없음,,,,
UniFi U7 Pro Outdoor,U7-Pro-Outdoor,WiFi,발견,B0F9JT2GQ2,UbiQuiti U7-PRO-OUTDOOR,324.99,https://www.amazon.com/Ubiquiti-Networks-NHU-U7-PRO-OUTDOOR-UbiQuiti-U7-PRO-OUTDOOR/dp/B0F9JT2GQ2/ref=sr_1_1?dib=eyJ2IjoiMSJ9.io03DqfSgdl7S-vU39p6qn_PHYYI9MMwwZlHwI5GE2DIsNml41KzTHW_CwjoGE2MeI97Rua_x_MnIk98z_8F_LvX5B50g283a-JmJ-oee4fwrTC2dKIPMRmA86uj2f38beslQQ9l8AZc9d82OF5slzoniEjMjWOOgZVUTyEsaEAYI6DWD_gaoZOtTNxJ8Iq-wqxBKELgKOrQ4nnvN0eBK91GFiwXKKAPyOU8ZhHIM_8.79XdB9gQUX46d9CRjpeSSAhaEcT99CJBmYkGUvcHrSA&dib_tag=se&keywords=Ubiquiti+U7-Pro-Outdoor&qid=1785505582&sr=8-1
UniFi U7 Pro Wall,U7-Pro-Wall,WiFi,발견,B0FCYNZ7PR,"U7-PRO-Wall – UniFi High Capacity Wall-Mount WiFi 7 Access Point, White",226.99,https://www.amazon.com/U7-PRO-Wall-UniFi-Capacity-Wall-Mount-Access/dp/B0FCYNZ7PR/ref=sr_1_1?dib=eyJ2IjoiMSJ9.iR8xtPaiT80ueh-52c3Rr9jwxmtmJ3mKpn04Ileof4Lxe6ZhFXqpOzZ_yhDPABIMXDvhOuQUh64P5bBSd-LeNmou_GQLms-3BI6wRrqPjss5Ms6lP3HxACNMZQnzuEGxvV6oCqKrv6bDbeKtcvl3SJCXEvRNOnGYUdJM5uUJXjIvP8p3REUm1Mc9q7aO_kGc-OsWUFZL3JdOT4QBmAAM7xdlgpOrwtss-mxz1Uev9fs.NiVBrDUIxzsVuEjgoIvA2jyTH1St3Shdq9Y2C1lWpLQ&dib_tag=se&keywords=Ubiquiti+U7-Pro-Wall&qid=1785505586&sr=8-1
UniFi U7 Pro XG Black,U7-Pro-XG-B,WiFi,발견,B0FJ2TFRQG,UbiQuiti U7-PRO-XG-B,258.99,https://www.amazon.com/Ubiquiti-Networks-U7-Pro-XG-B-UbiQuiti-U7-PRO-XG-B/dp/B0FJ2TFRQG/ref=sr_1_2?dib=eyJ2IjoiMSJ9.BRr8_cb5ZnukNuN81ol21OLfng7CNsjXfc5dP7aAOuyyFBDOPE_HxBTR_NRZNF-N02j1-_FR3XHo6cPjlzExSDKbQRtHoDNo9jEt-F_dYnw6EwTD77496mVO68QR-dgpbeslQQ9l8AZc9d82OF5sl31x1uVRnZNKDwLEkLfBGEisxeUDwOP0MT5zDuyF5oV6fIjohS0ESmA9Wvx6Mz7E-LovOdhcDZqNENlaLXXQ9t0.GneuQKB9NcrqRLFOLpornP8Y8olLkMLCli6M6alXUmY&dib_tag=se&keywords=Ubiquiti+U7-Pro-XG-B&qid=1785505592&sr=8-2
UniFi U7 Pro XG Wall,U7-Pro-XG-Wall,WiFi,없음,,,,
UniFi U7 Pro XGS,U7-Pro-XGS,WiFi,발견,B0FX1RKP82,U7-Pro-XGS 10G Uplink Tri-Band Wi-Fi 7 AP with 8-Stream MIMO (US Version) | Bundled with QALYNX 3ft Slim Cat6A Patch Cable (28 AWG),349.99,https://www.amazon.com/U7-Pro-XGS-Tri-Band-US-Version-QALYNX/dp/B0FX1RKP82/ref=sr_1_1?dib=eyJ2IjoiMSJ9.tpUp48K7WeuZghxWg15J9sDsXmKw7_bJBCKj2Q_kngM4FUjW2nWBGCrPwLabWzBM2ngzncCQmb589hayjUrrKzgh9Mwovu5ezjV-zLtVR_n1YIjOcIBHwWABJc0jd-s107S0VoYwJuP36LR0W1cOl0YKhCvYRPUFaq99Z8yNs8iNzrJhxFRtAtQqiGt18F8u65IUQTrcJqM8YIujl_aR6x442pzc9KUbSTUFqPYtwHw.mdYiniY81g6gM6Hzz8ewKRs40V6GGleks5ukszzy1yk&dib_tag=se&keywords=Ubiquiti+U7-Pro-XGS&qid=1785505601&sr=8-1
UniFi U7 Pro XGS Black,U7-Pro-XGS-B,WiFi,발견,B0FHDW161W,UbiQuiti U7-PRO-XGS-B,373,https://www.amazon.com/Ubiquiti-Networks-YG01010000198-UbiQuiti-U7-PRO-XGS-B/dp/B0FHDW161W/ref=sr_1_2_mod_primary_new?dib=eyJ2IjoiMSJ9.tpUp48K7WeuZghxWg15J9j7mu8rOq85L7mLaYz1bxWrNF-KwLLDyO63ciVvKudqGHLHkyq7bD8JUhnOSeZnbf96BO6siC3WafFAMU3XCOlVEsKexRwLPw99E_qIj5vlNd0ZmzgGNW3JrApbLp8f1GIDQrAYoKW2GDWa0dHj3vF_DyyLL67Dr4SPi1Cl425iu0RnZtTx9ZLLuVp53cVrvd173yxhmWzvxlD-LaydWkqU.kVVAP1IAaSJ46DN9eGxNew6nrMTUIH3u3fjW_UnplMQ&dib_tag=se&keywords=Ubiquiti+U7-Pro-XGS-B&qid=1785505604&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-2
UniFi UNAS 2,UNAS-2,Integrations,없음,,,,
UniFi UNAS 2 Black,UNAS-2-B,Integrations,발견,B0H4W9292P,"Ubiquiti UNAS-2-B Network Storage Server Black - 2 x 3.5"" Slots, 2.5GbE, PoE++, RAID 1",264.99,https://www.amazon.com/Ubiquiti-UNAS-2-B-Network-Storage-Server/dp/B0H4W9292P/ref=sr_1_1?dib=eyJ2IjoiMSJ9.EtFkzHJcIPluDQaGGBDFZiLSJClK-_KfL-Lg4zutIyUAKprKrncaVcvbPG1YfXzyW1tlSwbhRTjtcRUKfzXR597ds5FyXbeytzWp5vk1w_XbnRdQOrd5UHjTXCuXU4gqrwKYMr5jBNsBm204tJi9kAhbPGgTyWEEU9mSN91NbWqEJiFXOCksvrc86kKQ2ITxR7yD3Ks8LtTVanoe6OAy5M3IIsJML6MOJgiYRUp1Ndw.abCisHEV25aZLkXlML3rJrJphy5QGxipCc8Bn8ltutQ&dib_tag=se&keywords=Ubiquiti+UNAS-2-B&qid=1785505610&sr=8-1
UniFi UNAS 4,UNAS-4,Integrations,없음,,,,
UniFi UNAS 4 Black,UNAS-4-B,Integrations,없음,,,,
UniFi Ultra 210W,USW-Ultra-210W,Switching,틀림,B0FY64RRW9,"54V Power Adapter for Ubiquiti UniFi, Compatible with UniFi XG 6 PoE, 210W | US-XG-6POE USW-Ultra-210W 6 8 Port Switch ADS-210NX-48-1540210E, Replacement for UniFi Switch PoE Power Supply, White",75.99,https://www.amazon.com/Power-Adapter-Ubiquiti-UniFi-Compatible/dp/B0FY64RRW9/ref=sr_1_3?dib=eyJ2IjoiMSJ9.GSWAZZVL3pEHp5wd-vIb4mn-5PNeORwiaJfl97MdcB4nY5UzOBOJD_N5EZX9RFHIr1DUEWxQJcapet3o19MmvldcTlB3fKG32FTOxfDwveE857ksuOHzRDvcQdPrW9888ugAl2cQtW0ZM61ZDVNlVTS30xr-Kp6cersqgbfnj5508E_bsD6q-e9vKF6RonfCjRL5GkBnFWXT70AX1oFNRVi18-77d5JoNCFY_YOSQeg.hpdiPweTjXFeba1nFXfzGhok6Qp6f6R1fHHpaqedyQA&dib_tag=se&keywords=Ubiquiti+USW-Ultra-210W&qid=1785505621&sr=8-3
UniFi Ultra 210W,USW-Ultra-210W,Switching,틀림,B0GTM9VXV1,"54V 210W Power Adapter Compatible with Ubiquiti UACC-Adapter-AC-210W - Compatible with UniFi US-XG-6POE, USW-Ultra-210W & 6/8-Port PoE Switches (White)",75.99,https://www.amazon.com/Power-Adapter-Compatible-Ubiquiti-UACC-Adapter-AC-210W/dp/B0GTM9VXV1/ref=sr_1_5?dib=eyJ2IjoiMSJ9.GSWAZZVL3pEHp5wd-vIb4mn-5PNeORwiaJfl97MdcB4nY5UzOBOJD_N5EZX9RFHIr1DUEWxQJcapet3o19MmvldcTlB3fKG32FTOxfDwveE857ksuOHzRDvcQdPrW9888ugAl2cQtW0ZM61ZDVNlVTS30xr-Kp6cersqgbfnj5508E_bsD6q-e9vKF6RonfCjRL5GkBnFWXT70AX1oFNRVi18-77d5JoNCFY_YOSQeg.hpdiPweTjXFeba1nFXfzGhok6Qp6f6R1fHHpaqedyQA&dib_tag=se&keywords=Ubiquiti+USW-Ultra-210W&qid=1785505621&sr=8-5
UniFi Ultra 60W,USW-Ultra-60W,Switching,발견,B0CR1XQGBS,Ubiquiti USW-Ultra-60W,161,https://www.amazon.com/Ubiquiti-Networks-USW-ULTRA-60W-USW-Ultra-60W/dp/B0CR1XQGBS/ref=sr_1_1?dib=eyJ2IjoiMSJ9.YEtKqWMR5bifo5afOZphGzX7gflkYxhWsFqqjXAXaD6QfYazW5P0C7cKtlLjd8WRpMqqG1aXJjwjacuKCe1Ije7q3JxIQvk5aKbpe1lSLgiMx8F9V3xmZWFVuoBJUMh34AgGTfOJUrzv6O-psfMjDAnrg0smnWVxmQEOlLlcdzYsyp2wO44c0ECSi9YKkM_b808e3NFjpAFKBhJ_s6RHPBvKgma-MmERuJF5v83w5m8.ifGiwyi5jQbM4kQXsZQ62LdiIvYPzqj6Hrb0LW5MkfA&dib_tag=se&keywords=Ubiquiti+USW-Ultra-60W&qid=1785505625&sr=8-1
UniFi Ultra 60W,USW-Ultra-60W,Switching,틀림,B0GSYCB5RF,"TAIFU54V AC Adapter Charger for Ubiquiti Networks PoE Ubiquiti Ultra 60W PoE Switch UniFi Lite 8 USW-Lite-8-POE Gigabit Ethernet, 8 Port Layer 2 USW-Ultra-60W NY-PW0L2-05401100 Power Supply Cord",29.99,https://www.amazon.com/TAIFU-Ubiquiti-USW-Lite-8-POE-USW-Ultra-60W-NY-PW0L2-05401100/dp/B0GSYCB5RF/ref=sr_1_15?dib=eyJ2IjoiMSJ9.YEtKqWMR5bifo5afOZphGzX7gflkYxhWsFqqjXAXaD6QfYazW5P0C7cKtlLjd8WRpMqqG1aXJjwjacuKCe1Ije7q3JxIQvk5aKbpe1lSLgiMx8F9V3xmZWFVuoBJUMh34AgGTfOJUrzv6O-psfMjDAnrg0smnWVxmQEOlLlcdzYsyp2wO44c0ECSi9YKkM_b808e3NFjpAFKBhJ_s6RHPBvKgma-MmERuJF5v83w5m8.ifGiwyi5jQbM4kQXsZQ62LdiIvYPzqj6Hrb0LW5MkfA&dib_tag=se&keywords=Ubiquiti+USW-Ultra-60W&qid=1785505625&sr=8-15
UniFi Vape Detection & Air Quality Sensor,UP-AirQuality,Physical Security,없음,,,,
UniFi WiFi BaseStation XG,UWB-XG,WiFi,발견,B07KJCN2T6,Ubiquiti UniFi WiFi BaseStationXG UWB-XG IEEE 802.11ac 1.70 Gbit/s Wireless Access Point,1295,https://www.amazon.com/Ubiquiti-Networks-BaseStation-Beamforming-UWB-XG-US/dp/B07KJCN2T6/ref=sr_1_1?dib=eyJ2IjoiMSJ9.Ctnk6eGdaY8X7mfqxWswZKjjjlX5rS6GR4SXxjRrG4W1gctAK90wbSwqESsq_k8Z83-MeuVvTiZol6M3HitIQpe5YtXBJONxaw4GiJPxy62GnDuiKFu_d-F3EX0y89bAc8UmcrD9oP7-U6HkV8WmZo0LzjWL2DrH89KK-mebIHbOWEks8O5bOTcys8c-MijuT2_prIRtwa46yNuPLYXT6DsnQi70VIYkiRSuKbwIG4k.XGhjUDg64pGePM_0vJVOnnxo1ZYFptHxlYj0GTJfgxg&dib_tag=se&keywords=Ubiquiti+UWB-XG&qid=1785505635&sr=8-1
